latitude,longitude,timestamp,total_lane,current_lane,lane_width,deviation,departure_warning,left_obj_warning,red_obj_count,yellow_obj_count,lane_dep_visual_warning,lane_dep_audio_warning,object_detection_visual_warning,object_detection_audio_warning,shoulder_left_type,shoulder_left_width_ft,shoulder_right_type,shoulder_right_width_ft,map_available,speed
41.986773612198085,-92.58162571307115,1732214767,1,1,16.0,3.25,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677361029809,-92.58162570612747,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677360216064,-92.58162569549656,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677361687235,-92.58162569436843,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677361352648,-92.581625677779,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677360777497,-92.5816256778037,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677360474098,-92.5816256721887,1732214767,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359995105,-92.58162565678745,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.9867736022222,-92.58162566776748,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359685472,-92.58162565901452,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359867272,-92.58162571302437,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359904836,-92.58162570293923,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359451499,-92.58162570934674,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358858094,-92.58162570296126,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773587833575,-92.58162570695178,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358839876,-92.58162570584209,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773580975836,-92.58162570230179,1732214768,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677357892384,-92.58162568714648,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677357116688,-92.5816256971662,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773554191295,-92.58162569293674,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359326949,-92.58162572591571,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358507609,-92.58162571650111,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358482173,-92.58162573005428,1732214769,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773580461154,-92.5816257208979,1732214769,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359208983,-92.58162573388029,1732214769,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773579114285,-92.5816257173005,1732214769,1,1,16.0,3.0,0,0,3,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358336909,-92.58162572734633,1732214769,1,1,16.0,3.0,0,0,3,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677357950438,-92.58162572570295,1732214770,1,1,16.0,3.0,0,0,3,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773589005566,-92.58162572401851,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677357031966,-92.58162570669964,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677360090091,-92.58162573077777,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773585205846,-92.58162572924101,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358867742,-92.58162573999628,1732214770,1,1,16.0,3.0,0,0,3,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773578093555,-92.58162571877598,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677358352646,-92.58162572561196,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.9867735756474,-92.58162572076866,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677357031832,-92.58162572704414,1732214770,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773574275816,-92.58162572427246,1732214771,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773567138385,-92.58162571944227,1732214771,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773572283475,-92.58162571094388,1732214771,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677360030533,-92.58162570436158,1732214771,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677359860042,-92.58162569966572,1732214771,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773670767036,-92.5816256927651,1732214771,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986773798116296,-92.58162569183635,1732214771,1,1,16.0,3.0,0,0,2,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677394471474,-92.58162568855813,1732214771,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677413346021,-92.58162570185611,1732214771,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677436041342,-92.58162569488351,1732214771,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677462335565,-92.58162569506982,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677492788179,-92.5816256973402,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677530133803,-92.58162570331608,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677575077009,-92.58162571521103,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677626427825,-92.58162573107681,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986776859509426,-92.58162574656919,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.9867775467981,-92.58162573966446,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986778318242145,-92.58162574744931,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98677919031612,-92.58162572716691,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98678017984283,-92.58162570846797,1732214772,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986781266311844,-92.58162567528025,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98678245787427,-92.5816256619036,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98678376257621,-92.58162569667046,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986785232922294,-92.58162582327131,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98678675172113,-92.58162587785326,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98678840587921,-92.5816258822614,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986790173067355,-92.58162589995429,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986792066770626,-92.58162593279778,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98679407179344,-92.58162593955942,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98679620145497,-92.58162595324374,1732214773,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98679844655389,-92.58162600411217,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986800808082975,-92.58162603894645,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98680328767628,-92.58162605972316,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98680591065143,-92.5816261172071,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986808601619074,-92.58162614054827,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986811426692974,-92.58162615194667,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98681431232354,-92.58162619546088,1732214774,1,1,16.0,3.0,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98681729648876,-92.5816262013856,1732214774,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.9868203891957,-92.58162625913889,1732214774,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986823570909785,-92.58162633886478,1732214774,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98682684343602,-92.58162640637896,1732214775,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986830186331254,-92.58162634174332,1732214775,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986833668667444,-92.58162638532391,1732214775,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98683722297521,-92.58162651176828,1732214775,1,1,16.0,2.85,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98684082400108,-92.58162645373605,1732214775,1,1,16.0,2.7,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98684456478339,-92.58162646643406,1732214775,1,1,16.0,2.7,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98684827733047,-92.58162651093785,1732214775,1,1,16.0,2.7,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.986852119539876,-92.58162658315095,1732214775,1,1,16.0,2.7,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98685598946818,-92.58162665113886,1732214775,1,1,16.0,2.7,0,0,1,0,0,1,1,1,2,1.0,2,1.0,1,30
41.98685999328624,-92.58162673974628,1732214775,1,1,16.0,2.7,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.98686401332444,-92.58162673826703,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.986868099901905,-92.58162672323455,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.98687230650717,-92.58162672101925,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.98687651967441,-92.58162673168144,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.98688079817194,-92.58162681625114,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.986885045505005,-92.58162683611383,1732214776,1,1,16.0,2.5,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.986889396872165,-92.58162693421983,1732214776,1,1,16.0,2.4,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.986893768526926,-92.58162694952271,1732214776,1,1,16.0,2.4,0,0,0,1,0,1,1,1,2,1.0,2,1.0,1,30
41.98689814554308,-92.58162688093122,1732214776,1,1,16.0,2.4,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986902666808646,-92.58162691181015,1732214776,1,1,16.0,2.4,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98690717485084,-92.58162687281882,1732214777,1,1,16.0,2.4,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98691179026561,-92.58162694008716,1732214777,1,1,16.0,2.4,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986916413866346,-92.58162697048407,1732214777,1,1,16.0,2.4,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98692121322531,-92.58162706586594,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98692603059251,-92.58162706224219,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98693085543541,-92.58162702243952,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986935840238374,-92.58162695153133,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98694082638661,-92.58162691024626,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986945919913374,-92.58162697385305,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98695105991677,-92.58162699928677,1732214777,1,1,16.0,2.25,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986956254294206,-92.58162697576975,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986961593307164,-92.58162697122744,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98696688087881,-92.5816268545288,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98697238579547,-92.5816267914177,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986977859257564,-92.58162676213534,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986983519962344,-92.58162681043105,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98698918997555,-92.58162676111462,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.986994938322525,-92.58162665332868,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98700082151969,-92.58162655716743,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98700669741698,-92.58162647474072,1732214778,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.9870127398206,-92.58162651208097,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.987018760187766,-92.5816265111082,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98702492835218,-92.58162642711633,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98703119730453,-92.58162631073964,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98703749510134,-92.58162620577116,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98704389889948,-92.58162616178959,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98705032935962,-92.58162612583344,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98705697057598,-92.58162610151821,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98706355211017,-92.58162586181582,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98707031778085,-92.5816257974293,1732214779,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.987077077552165,-92.5816257776317,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98708401506969,-92.58162573789325,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98709104633435,-92.58162560314973,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98709804934971,-92.58162559440915,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98710517314966,-92.58162552989788,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.987112379092814,-92.58162554910834,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98711971137495,-92.58162556808074,1732214780,1,1,16.0,2.0,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98712707393058,-92.58162555369181,1732214780,1,1,16.0,1.85,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98713444511131,-92.58162546579302,1732214780,1,1,16.0,1.85,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98714197225862,-92.58162548703773,1732214780,1,1,16.0,1.85,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.987149583574585,-92.58162555434862,1732214781,1,1,16.0,1.85,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
41.98715730278312,-92.5816256039175,1732214781,1,1,16.0,1.85,0,0,0,0,0,1,1,0,2,1.0,2,1.0,1,30
